author_id,book_id
8026,66013
8026,425004
8026,3265728
8026,9590746
8026,75519722
8026,453406702
8326,49
8326,587
8326,3313
8326,9539
8326,67165
8326,452323
8326,3332050
8326,9627259
8326,75953329
8326,480645805
9646,50
9646,598
9646,3317
9646,9557
9646,67869
9646,457526
9646,3371627
9646,9652277
9646,76460661
9646,494956531
10379,51
10379,601
10379,3409
10379,9639
10379,68974
10379,460524
10379,3444636
10379,9730359
10379,76922365
10379,495464248
18210,52
18210,605
18210,3761
18210,9653
18210,68995
18210,479277
18210,3505102
18210,9738494
18210,77001891
18210,498710232
28055,54
28055,609
28055,3891
28055,9681
28055,69922
28055,488196
28055,3506396
28055,9862096
28055,78197517
28055,516832567
35152,55
35152,613
35152,3942
35152,9770
35152,69952
35152,494143
35152,3603165
35152,9886718
35152,78953081
35152,525914250
37244,56
37244,625
37244,3978
37244,10040
37244,70105
37244,495515
37244,3775643
37244,9964230
37244,79330968
37244,537883190
54474,57
54474,627
54474,4010
54474,10410
54474,70230
54474,501977
54474,4000015
54474,9979479
54474,80447326
54474,539844731
55903,58
55903,630
55903,4017
55903,10441
55903,70425
55903,517214
55903,4020029
55903,9990745
55903,80771448
55903,547739740
58146,60
58146,640
58146,4027
58146,11550
58146,71128
58146,521882
58146,4059856
58146,11312157
58146,81232723
58146,571430563
68130,61
68130,642
68130,4073
68130,11902
68130,72599
68130,536373
68130,4083561
68130,12348418
68130,81388869
68130,579035699
68156,62
68156,661
68156,4116
68156,12056
68156,73365
68156,544661
68156,4164680
68156,12665494
68156,82254708
68156,579176651
98482,63
98482,662
98482,4125
98482,12248
98482,75064
98482,550094
98482,4170313
98482,13952248
98482,82346201
98482,581330759
99306,64
99306,668
99306,4152
99306,14168
99306,75601
99306,555170
99306,4181367
99306,16336755
99306,82865616
99306,584953209
121075,65
121075,670
121075,4235
121075,15313
121075,76289
121075,555507
121075,4243123
121075,16519564
121075,83111373
121075,592358483
153678,67
153678,690
153678,4335
153678,15869
153678,77073
153678,556479
153678,4285330
153678,17132383
153678,83293119
153678,593230588
263439,69
263439,700
263439,4489
263439,17518
263439,77138
263439,557728
263439,4346645
263439,18754781
263439,84512093
263439,593269882
289997,70
289997,709
289997,4494
289997,17618
289997,77721
289997,600991
289997,4396539
289997,19420019
289997,84635292
289997,601564746
316072,72
316072,710
316072,4536
316072,18216
316072,79714
316072,607974
316072,4468685
316072,19834723
316072,84875737
316072,612934993
371857,73
371857,719
371857,4637
371857,18562
371857,79831
371857,608185
371857,4489334
371857,19855216
371857,86392437
371857,613711349
413914,74
413914,720
413914,4697
413914,18570
413914,80391
413914,623190
413914,4691475
413914,20281036
413914,86460883
413914,626605509
444976,75
444976,721
444976,4830
444976,18729
444976,81271
444976,630097
444976,4700720
444976,20453559
444976,86783890
444976,629580736
670938,76
670938,722
670938,5047
670938,19372
670938,82433
670938,632024
670938,4736521
670938,20796762
670938,86969867
670938,638862451
776254,77
776254,723
776254,5084
776254,19590
776254,82690
776254,634462
776254,4810529
776254,21252908
776254,87349143
776254,646471960
794205,78
794205,728
794205,5104
794205,20038
794205,86867
794205,640907
794205,4846323
794205,21430995
794205,87483428
794205,659546620
852140,81
852140,729
852140,5129
852140,20406
852140,87159
852140,646095
852140,4943205
852140,21522653
852140,87575353
852140,670907997
950446,82
950446,746
950446,5136
950446,20980
950446,88298
950446,682149
950446,5123116
950446,21863159
950446,87911274
950446,693535366
1846010,83
1846010,748
1846010,5161
1846010,21083
1846010,88648
1846010,683356
1846010,5169277
1846010,23037377
1846010,88021511
1846010,729230146
2695795,84
2695795,758
2695795,5276
2695795,21087
2695795,88866
2695795,698147
2695795,5178015
2695795,24716575
2695795,90071911
2695795,741030225
3940613,85
3940613,770
3940613,5351
3940613,21382
3940613,88903
3940613,700199
3940613,5193926
3940613,24779834
3940613,90254161
3940613,742430264
4460130,87
4460130,779
4460130,5488
4460130,22131
4460130,89495
4460130,714417
4460130,5210967
4460130,24881437
4460130,91786430
4460130,745307156
4599081,88
4599081,786
4599081,5524
4599081,22224
4599081,90385
4599081,734725
4599081,5224859
4599081,25825542
4599081,92106744
4599081,750934913
6368932,90
6368932,795
6368932,5539
6368932,24079
6368932,91211
6368932,735310
6368932,5257241
6368932,27042963
6368932,92910440
6368932,774089507
7707098,91
7707098,804
7707098,5631
7707098,24719
7707098,91607
7707098,741844
7707098,5269461
7707098,27080861
7707098,93225611
7707098,793650188
8243321,93
8243321,810
8243321,5633
8243321,25038
8243321,91856
8243321,743763
8243321,5345489
8243321,27948442
8243321,93729489
8243321,796145524
8803955,95
8803955,811
8803955,5694
8803955,25332
8803955,91875
8803955,746904
8803955,5387242
8803955,28050629
8803955,96133069
8803955,816290864
9965714,96
9965714,812
9965714,5840
9965714,26158
9965714,92362
9965714,756405
9965714,5388260
9965714,31262632
9965714,96640393
9965714,823131553
15618450,97
15618450,813
15618450,5859
15618450,26617
15618450,92573
15618450,773080
15618450,5471636
15618450,32693068
15618450,97368659
15618450,844431620
25480509,98
25480509,814
25480509,5912
25480509,26742
25480509,93837
25480509,776479
25480509,5516577
25480509,34091366
25480509,98127005
25480509,853473180
32749820,99
32749820,815
32749820,5956
32749820,27084
32749820,94218
32749820,790416
32749820,5637693
32749820,34529304
32749820,98645686
32749820,857707790
66596576,119
66596576,829
66596576,5995
66596576,27147
66596576,94829
66596576,793833
66596576,5710034
66596576,36174658
66596576,109958137
66596576,858882133
70613705,121
70613705,830
70613705,6001
70613705,29838
70613705,95155
70613705,803063
70613705,5757229
70613705,37428627
70613705,120542223
70613705,871712811
77701225,127
77701225,832
77701225,6032
77701225,30256
77701225,95790
77701225,803680
77701225,5967289
77701225,38063923
77701225,123269019
77701225,896640277
84231720,138
84231720,834
84231720,6044
84231720,30350
84231720,96680
84231720,808397
84231720,6038695
84231720,38070743
84231720,139469337
84231720,897218679
92547468,163
92547468,846
92547468,6049
92547468,32485
92547468,96776
92547468,814096
92547468,6068420
92547468,38313786
92547468,140619279
92547468,897934401
96647963,180
96647963,852
96647963,6108
96647963,32787
96647963,97059
96647963,816101
96647963,6201786
96647963,39259056
96647963,149874432
96647963,900460023
97874452,192
97874452,868
97874452,6123
97874452,32913
97874452,97495
97874452,819195
97874452,6225434
97874452,39315337
97874452,150256776
97874452,902424279
99192795,193
99192795,871
99192795,6219
99192795,34271
99192795,99645
99192795,820433
99192795,6273141
99192795,40838620
99192795,153695384
99192795,914667049
99497145,199
99497145,872
99497145,6301
99497145,34720
99497145,100013
99497145,821034
99497145,6451122
99497145,41600790
99497145,155921615
99497145,915967121
102826493,201
102826493,873
102826493,6382
102826493,35406
102826493,112089
102826493,824470
102826493,6468014
102826493,42392204
102826493,162084922
102826493,920007230
140580984,205
140580984,879
140580984,6413
140580984,35859
140580984,115990
140580984,843152
140580984,6605456
140580984,43375804
140580984,163118720
140580984,923393979
362419680,216
362419680,883
362419680,6432
362419680,36032
362419680,116011
362419680,846930
362419680,6625231
362419680,43420737
362419680,166125489
362419680,923552491
455293223,217
455293223,884
455293223,6438
455293223,37404
455293223,130754
455293223,853990
455293223,6767327
455293223,45362900
455293223,169834068
455293223,930014220
556009304,219
556009304,888
556009304,6488
556009304,37896
556009304,139575
556009304,854827
556009304,6844073
556009304,45671810
556009304,173461971
556009304,931006977
602269620,221
602269620,899
602269620,6502
602269620,39293
602269620,143623
602269620,861934
602269620,6862410
602269620,46000007
602269620,173928302
602269620,940535548
665373011,226
665373011,900
665373011,6578
665373011,39874
665373011,151919
665373011,872591
665373011,7043763
665373011,46647266
665373011,176159578
665373011,971498927
753356096,229
753356096,904
753356096,6602
753356096,40853
753356096,158620
753356096,873319
753356096,7091139
753356096,46759985
753356096,177569386
753356096,976447786
813262804,237
813262804,909
813262804,6618
813262804,41924
813262804,162239
813262804,876162
813262804,7244434
813262804,47823842
813262804,181803615
813262804,976745357
910999604,241
910999604,922
910999604,6638
910999604,42651
910999604,166608
910999604,877351
910999604,7250798
910999604,49843316
910999604,188525149
910999604,988162891
960479328,247
960479328,927
960479328,6639
960479328,43532
960479328,175427
960479328,884454
960479328,7316321
960479328,50040982
960479328,189318457
960479328,998454808
